WORD	ANG. SPEL.	MEANING	KIND	FOREBEAR	WHENCE	NOTES
derning		᛫ camouflage ᛫ a disguise ᛫	N	dern+ing	NE×2	calque: Tarnung (HG)
dernship	dernscip	᛫ secrecy ᛫	N	derneshipe	ME	
Derrich	Derric	᛫ the Kingdom of Deria ᛫	N(P)	Dera rīce	OE‹(C+C)	
derringdo		᛫ action displaying heroic courage ᛫	N	derringdo	NE	
derve	derf	᛫ to trouble ᛫ to labour ᛫	V	deorfan	OE	kin: derf
devilcraft	defilcraft	᛫ the art of the devil ᛫	N	dēofolcræft	OE(I‹H+E)	
devilfish	defilfisc	᛫ an octopus ᛫ any cephalopod ᛫ a devil ray ᛫	N	~	NE‹(E‹I‹H+E)	
devilish	defilisc	᛫ diabolical ᛫	AJ	develissh	ME‹(I‹H+E)	
devilreigh	defilreig	᛫ a devil ray ᛫	N	devil ray	NE‹(E‹I‹H+E)	
devilsdung	defilsdung	᛫ asafoetida ᛫	N	~	NE	Compare: HG Teufelsdreck; NL duivelsdrek
dewsnail	deƿsnail	᛫ a slug ᛫	N	dew-snail	NE	slug is Norse
dight	digt	᛫ to prepare ᛫ to ready ᛫ to polish ᛫ to ornament ᛫ to make preparations ᛫ to arrange ᛫ to order ᛫ to organize ᛫ to direct ᛫	V	dighten	ME‹OE‹Þ‹I?	
dighting	digting	᛫ preparation ᛫ an arrangement ᛫ an ordering ᛫ repairing ᛫ furbishing ᛫ adorning, arraying ᛫ preparing ᛫ treating of a patient ᛫	N	dighting[dihtung]	ME	
dile		᛫ hidden ᛫ secret ᛫ furtive ᛫ cryptic ᛫	AJ	dīȝel[dīegel]	ME	
dill		᛫ an Anethum graveolens plant ᛫	N	~	NE	
dimhouse	dimhuse	᛫ a lautumia ᛫ a dungeon ᛫	N	dimhūs	OE	
din		᛫ a loud noise ᛫ a loud sound ᛬ to sound loudly ᛫ resound ᛫	N᛬V	~	NE	
ding		᛫ a dent ᛫ a blow ᛬ to dent ᛫ to hit ᛫	N᛬V	~	NE	
dingle	dingel	᛫ a valley which is small and wooded ᛫ a cleft which is deep and narrow ᛫	N	~	NE	[CED] ᛫ kin: Tunc (HG); dyngja (N)
dint		᛫ a blow or stroke ( typically one made with a weapon ) ᛫ force of attack ᛫ an impact ᛫	N	~	NE	[OXF]
dip		᛫ to baptize ᛫	V	~	NE	
dishbearer	discbearer	᛫ a waiter ᛫ a waitress ᛫ a server of food ᛫	N	~	NE	[OXF] ᛫ also: disher (which can also mean dishmaker)
distaff		᛫ a staff for spinning thread ᛫ the domain or work of women ᛬ maternal ᛫ female ᛫	N᛬AJ	~	NE	
distaff side		᛫ the female side of a family ᛫	N	~	NE	
dit		᛫ to seal ᛫ to close ᛫ to shut ᛫ to block ᛫ to shut up ᛫ to plug ᛫	V	ditten[dyttan]	ME	
dither	diþer	᛫ to act nervously or indecisively ᛫ vacillate ᛫	V	~	NE	
divedopper	difedopper	᛫ a pelican ᛫	N	dūfedoppa	OE	
dizen	disen	᛫ to dress [ᛏ] ᛫ to attire ᛫ to deck out ᛫ to adorn ᛫	V	~	NE	rhyme: risen; horizon
doall		᛫ a factotum ᛫	N	~	NE	
dock		᛫ a Rumex plant ᛫	N	~	NE	
doe		᛫ a female animal ᛫	N	~	NE	
doff		᛫ to take off ᛫ to remove an item of clothing ᛫	V	~	NE	from "do off"
dogdays		᛫ a period of stagnation or inactivity ᛫ the period between early July and early September ᛫	N	dog days	NE	[MW]
dogged		᛫ marked by stubborn determination ᛫	AJ	~	NE	
doglore		᛫ cynology ᛫	N	~	NE	
dogly		᛫ canine ᛫	AJ	~	NE	
dogmad		᛫ rabid ᛫	AJ	dog-madness	NE	
dogmadness		᛫ rabies ᛫	N	dog-madness	NE	
dogsbody		᛫ a menial worker ᛫	N	~	NE	
dole		᛫ a share ᛫ something given as charity ᛫ a donation ᛫	N	~[dāl][gedāl]	NE	kin: deal
doleland		᛫ an allotted share of commonly held land ᛫	N	~	NE	Lands of Doura in Scotland may be contraction of "Doleland"
dolk		᛫ a wound ᛫	N	dolc/dolh[dolg/dolh]	ME	
dolt		᛫ an idiot ᛫	N	~	NE	
dom		᛫ ( shows a state or condition ) ᛫ -cracy ᛫ -archy ᛫	SUFFIX	~	NE	
Dominica		᛫ Dominica ᛫	N(P)	~	NE‹O+NE	
don		᛫ to put on ᛫ to dress in ᛫	V	~	NE	from "do on"
Donnow	Donnue	᛫ the river Danube ᛫	PN	Donua	OE	
donothing	donoþing	᛫ a slacker ᛬ idle ᛫	N᛬AJ	donothing	NE	
dook		᛫ a bastard ᛫	N	dōc	OE	
dooken		᛫ to bastardize ᛫ to bastardise ᛫	V	dōc+en	OE+NE	
doom		᛫ judgment ᛫ legal decision ᛫ legal ruling ᛬ to sentence ᛫	N᛬V	~	NE	
doombook		᛫ a book of decrees or laws ᛫	N	dōmbōc	OE	
doombough	doombuge	᛫ a judicial branch ᛫	N	doom+bough	NE×2	
doomed		᛫ judged ᛫ ill-fated ᛫	AJ	~	NE	
doomern		᛫ a court where judgments take place ᛫ a tribunal ᛫	N	dōmern	OE	
doomful		᛫ full of judgement ᛫ ominous ᛫	AJ	~	NE	
doomhouse	doomhuse	᛫ a courthouse ᛫	N	dōmhūs	OE	
doomladen		᛫ conveying a sense of tragedy ᛫	AJ	doomladen	NE	
doomly		᛫ judicial ᛫	AJ	dōmlīc	OE	
doomsday		᛫ judgment day ᛫	N	~	NE	
doomsettle	doomsettel	᛫ a judgment seat ᛫ a tribunal ᛫	N	dōmsetl	OE	
doomsman		᛫ a judge ᛫ an umpire ᛫	N	~	NE	
doppet		᛫ to immerse ᛫	V	doppettan	OE	
dor		᛫ an insect that buzzes when flying ᛫	N	~[OE dora]	NE	found in "dumbledore"
dote		᛫ to exhibit mental decline of or like that of old age ᛫	V	~	NE	
dought	dugt	᛫ courage ᛫ valour ᛫ bravery ᛫	N	~	NE	rhyme: doubt
doughty	dugty	᛫ brave ᛫ courageous ᛫ valiant ᛫ intrepid ᛫ dauntless ᛫	AJ	~[dyhtig]	NE	rhyme: doubty
douse	duse	᛫ to immerse ᛫ to dunk or sink into liquid ᛫ to extinguish something like fire ᛫	V	~	NE‹N?	
dout	dute	᛫ to extinguish ᛫	V	~	NE	
douth	duþe	᛫ a troop of retainers ᛫ a retinue ᛫ virtue ᛫	N	~[douthe][duguþ]	NE	semantic shift: virtue › virtue of retainers › a troop of retainers
dove	duf	᛫ a pigeon ᛫	N	~[douve][dufe?]	NE	
dow	due	᛫ to have use ᛫ to matter ᛫ to be helpful ᛫ to be effective ᛫	V	douen[dugan/dēah/dēag]	ME	rhyme: plough ᛫ PST: dought
down	dune	᛫ a hill ᛫	N	~[dūn]	NE	"down" as in "netherwards" comes from this word
down to earth	dune earþ	᛫ practical ᛫ realistic ᛫ pragmatic ᛫	N	~	NE	
downbeat	dunebeat	᛫ the accented beat at the beginning of a bar ᛬ sad and pessimistic ᛫	N᛬AJ	~	NE	
downelf	duneelf	᛫ a mountain elf ᛫ a mountain fairy ᛫ a mountain nymph ᛫	N	dūnælf	OE	
downfall	dunefall	᛫ a collapse ᛫ a loss of power prosperity or status ᛫	N	~	NE	
downgang	dunegang	᛫ a descent ᛫ a way down ᛫	N	~	NE	
downlink	dunelink	᛫ a transmission or link to the earth from an airborne terminal ᛬ to transmit to the earth ᛫	N᛬V	~	NE	
downplay	duneplay	᛫ to de-emphasize ᛫	V	~	NE	
downputting	duneputting	᛫ denigrating ᛫ pejorative ᛫ derogatory ᛫	AJ	~	NE	
downright	dunerigt	᛫ unambiguous ᛫ utter ᛬ unambiguously ᛫ utterly ᛫	AJ᛬AV	~	NE	
downside	duneside	᛫ a con ᛫ a negative feature of something ᛫	N	~	NE	
draff		᛫ swill ᛫ dregs ᛫ refuse ᛫ the damp remains of malt ᛫	N	~	NE	
drake		᛫ trouble ᛫	N	dracu	OE	kin: dretch
drake		᛫ a dragon ᛫	N	~	NE‹‹I	
drast		᛫ dregs ᛫ sediment ᛫ scum ᛫	N	drast	ME	
draught	draugt	᛫ a preliminary version ᛫ a plan ᛫ a map ᛫ a concscription ᛬ to map out ᛫ to make a preliminary version ᛫ to conscript ᛫	N᛬V	~	NE	
draughthouse	draugthuse	᛫ an outhouse ᛫ a privy ᛫	N	~	NE	
draughts	draugts	᛫ checkers ( the game ) ᛫	N	~	NE	[MW]
draughtsman	draugtsman	᛫ a maker of engineering or architectural plans ᛫ an illustrator ᛫	N	~	NE	or: draftsman
draughty	draugty	᛫ gusty ( of wind ) ᛫	AJ	~	NE	or: drafty ᛫ [CED]
draw	draƿ	᛫ to attract ᛫ to derive ᛫ to pull ᛫	V	~	NE	PST: drew ᛫ PTCP: drawn
drawback	draƿback	᛫ an negative feature ᛫	N	~	NE	
drawingroom	draƿingroom	᛫ a room where visitors may be entertained ᛫ a lounge ᛫	N	drawing room	NE	
drawlatch	draƿlac	᛫ a thief ᛫ a burglar ᛫	N	~	NE	[MW]
dray		᛫ a band ᛫ a multitude ᛫	N	gedræg	OE	kin: draw (this word essentially means "what is drawn together")
dreadless		᛫ intrepid ᛫ dauntless ᛫	AJ	~	NE	
dreap		᛫ to kill ᛫ to strike down ᛫	V	drēpen[drepan]	ME	
drear		᛫ blood ᛫ gore ᛫	N	dreor	OE	
dreary		᛫ gloomy ᛫ cheerless ᛫	AJ	~	NE	
dreeve	dreef	᛫ to disturb ᛫ to trouble ᛫ to vex ᛫	V	drẹ̄ven[drēfan]	ME	
dreeze	drees	᛫ to fall ᛫ to perish ᛫	V	drēsen[dreosan]	ME	
dreg		᛫ sediment ᛫	N	~	NE	
drench	drenc	᛫ a poisonous or medicinal drink ᛫ a potion ᛬ to soak ᛫ to make drink ᛫	N᛬V	~	NE	kin: drink
dretch	drec	᛫ to injure ᛫ to damage ᛫ to trouble ᛫ to delay ᛫ to hesitate ᛫	V	drecchen[dreccan]	ME	
drib		᛫ to do by little and little ᛫ to appropriate unlawfully ᛫ to filch ᛫ to defalcate ᛫	V	~	NE	[MW]
drie		᛫ annoyance ᛫ trouble ᛫ grief ᛫	N	drī	ME	dreigh and dreich in Scots?
dright	drigt	᛫ a host ᛫ a body of retainers or warriors ᛫ a group of people ᛫ a people ᛫ a multitude ᛫	N	driht	ME	
drighten	drigten	᛫ a lord ᛫ a ruler ᛫ a chief ᛫ a leader ᛫ a god ( pagan or otherwise ) ᛫	N	drihten	ME	
drightenly	drigtenly	᛫ lordly ᛫ noble ᛫	AJ	dryhtlīc	OE	
drightenship	drigtenscip	᛫ rulership ᛫ lordship ᛫ domination ᛫	N	dryhtscipe	OE	
dring		᛫ a warrior ᛫ a soldier ᛫	N	dring/dreng[dreng]	ME‹N?	or: dreng
drinkhail		( in reply to someone making the " wassail toast " )	N᛬I	drink heil	ME	
drite		᛫ to shit ᛫ to poop ᛫ to defecate ᛫	V	~	NE	[MW]
drivel	drifel	᛫ saliva ᛫ nonsense ᛬ to slobber ᛫ to talk nonsense ᛫	N᛬V	~	NE	
drone		᛫ a male bee ᛫ a menial worker ᛫ a remote-controlled or autonomous vehicle ᛫ a robot [ᚹ] ᛫	N	~	NE	
droof		᛫ turbid ᛫ disturbed ᛫ sorrowful ᛫ troubled ᛫	AJ	drōf[drōf]	ME	
droovy	droofy	᛫ stirred up ( of water ) ᛫ muddy murky ᛫	AJ	drōvi[drōfig]	ME	
dropmeal		᛫ one drop at a time ᛫	AV	~	NE	
dropstone		᛫ a stalactite ᛫ a stalagmite ᛫ a stalagnate ᛫	N	~	NE	or: dripstone
dropwort	dropƿort	᛫ Filipendula vulgaris ᛫	N	~	NE	
dross		᛫ waste ᛫ something that is base trivial or inferior ᛫	N	~	NE	[MW]
drought	drugt	᛫ a water shortage ᛫ a paucity ( semi-poetic ) ᛫	N	~[drūgaþ]	NE	
drove	drofe	᛫ a herd or flock of animals being driven ᛫ a bunch of something ᛫	N	~	NE	[MW]
drowse	druse	᛫ a state of sleepiness or inactivity ᛬ to be inactive ᛫ to fall into a light slumber ᛫	N᛬V	~	NE	[MW]
drub		᛫ to beat severely ᛫	V	~	NE	[MW]
drudge	drucg	᛫ menial or tedious labour ᛬ to do menial or tedious labour ᛫	N᛬V	~	NE	[MW]
drunken		᛫ intoxicated ᛫ caused by intoxication ᛫ saturated with liquid ᛫	AJ	~	NE	
drunkenness		᛫ intoxication ᛫	N	~	NE	
drunklew	drunkleƿ	᛫ a drunkard ᛫ an alcoholic ᛬ addicted to drink habitually drunk ᛫	N᛬AJ	dronkeleu	ME	
dry		᛫ a druid ᛫ a magician ᛫ a sorcerer ᛫ a wizard ᛫ a magus ᛫ a mage ᛫	N	drī[drȳ]	ME‹OE‹C	kin: druid
drycraft		᛫ druidcraft ᛫ sorcery ᛫ the art of magic ᛫	N	drȳcræft	OE	
drycrafty		᛫ skilled in magic ᛫ skilled in druidic magic ᛫ magical ᛫	AJ	drȳcræftig	OE	
Dubawnt Mere		᛫ Dubawnt Lake ᛫	N(P)	Dubawnt+mere	NE‹O+NE	
duckbill		᛫ a platypus ᛫ a hadrosaur ᛫	N	~	NE	
duckmole		᛫ a platypus ᛫	N	~	NE	[MW]
dugout	dugute	᛫ a canoe ᛫ a shelter dug in a hillside ᛫ an area in the side of a trench for quarters storage or protection ᛫	N	~	NE	[MW]
dumb		᛫ stupid ᛫ mute ᛫	AJ	~	NE	
dumbness		᛫ stupidity ᛫	N	~	NE	
dun		᛫ tan ( the hue ) ᛬ tan coloured ᛫	N᛬AJ	~[dun/dunn]	NE	[MW]
dun		᛫ to make persistent demands for payment ᛫	V	~	NE	[MW]
dung		᛫ a dungeon ᛫ a subterranean chamber ᛫	N	dung/donge[dung]	ME	
dunnock		᛫ a Prunella modularis bird ᛫	N	~	NE	
dusk		᛫ the night's twilight ( as opposed to the morning's twilight ) ᛬ to darken ᛫ to make gloomy ᛫	N᛬V	~	NE	
dusky		᛫ dark in colour ᛫ dim ᛫	AJ	~	NE	
Dutch	Duc	᛫ the Dutch language ᛫ mainland West Germanic language ᛬ of the Netherlands ᛫ of mainland West Germanic ᛫	N᛬AJ	~	NE	
Dutchland	Ducland	᛫ the part of Europe where continental West Germanic languages are spoken ᛫	N(P)	Dū̆chelōnd	ME	
dwale	dƿale	᛫ an error ᛫ incorrectness ᛫	N	dwale[dwola]	ME	
dwale	dƿale	᛫ an Atropa belladonna plant ᛫	N	~	NE	
dwalegod	dƿalegod	᛫ an idol ᛫ a false god ᛫	N	gedwolgod	OE	
dwalesome	dƿalesum	᛫ erroneous ᛫ incorrect ᛫ wrong ᛫	AJ	gedwolsum	OE	
dwarf	dƿarf	᛫ a mythological humanoid usually depicted as short stout mountain dwelling and skilled in certain crafts ᛫	N	~	NE	PL: dwarfs; dwarves
dwarfdwostle	dƿarfdƿostel	᛫ a Mentha pulegium plant ( pennyroyal ) ᛫	N	dweorgedwostle[dwosle]	OE	
dwease	dƿease	᛫ foolish ᛫ stupid ᛫ dumb ᛫	AJ	dwǣs	OE	
dwell	dƿell	᛫ to live in a place ᛫ to reside ᛫ to remain ᛫ to stay ᛫ to wait ᛫ to procrastinate ᛫ to delay in doing something ᛫	V	~	NE	
dwelling	dƿelling	᛫ a place of residence ᛫ a habitation ᛫	N	~	NE	
dwelse	dƿelse	᛫ to stray in a stupor ᛫	V	dwelsian	OE	
dwelsing	dƿelsing	᛫ a stupor which leads one astray ᛫	N	dwelsinge{dwelsian}	ME	
dwere	dƿere	᛫ doubt ᛫ perplexity ᛫ uncertainty ᛫	N	dwēre	ME	
dwild	dƿild	᛫ error ᛫ heresy ᛫	N	dwild&gedwild	OE	
dwildman	dƿildman	᛫ a heretic ᛫	N	gedwildmann	OE	
dwildy	dƿildy	᛫ erroneous ᛫ heretical ᛫	AJ	dwild+y	ME+NE	
dwimmer	dƿimmer	᛫ illusion ᛫ delusion ᛫ an apparition ᛫ a phantom ᛫	N	dwimor	OE	resurrected by Tolkien?
dwimmerly	dƿimmerly	᛫ as an illusion ᛫ deceptively ᛫	AV	dwimorlīce	ME	
dwimmery	dƿimmery	᛫ illusory ᛫	AJ	dwimorlīc	OE	
dwindle	dƿindel	᛫ to become steadily less ᛫	V	~	NE	
dwine	dƿine	᛫ to waste or pine away ᛫ to languish ᛫	V	~	NE	[MW]
dwolen	dƿolen	᛫ erroneous ᛫ wrong ᛫ perverse ᛫	AJ	gedwolen	OE	
dwolm	dƿolm	᛫ chaos ᛫ a chasm ᛫	N	dwolma	OE	
e		᛫ a horse ᛫ a steed ᛫	N	eh	OE	SEE COMMENT FOR PRONUNCIATION
ea		᛫ a law ᛫ a statute ᛫ a custom ᛫ a rule ᛫	N	ē/eu-/ewe-/eaw-[ǣ]	ME	becomes: ew in compounds
ea		᛫ a river ᛫	N	ē	ME	
eace	ees	᛫ a bait ᛫ a lure ᛫	N	ēs	ME	found in: eaceworm
eaceworm	eesƿurm	᛫ an earthworm ᛫	N	~	NE	
each	eac	᛫ eternal ᛫ everlasting ᛫ perpetual ᛫	AJ	ēche[ēce/ǣce]	ME	
ead		᛫ prosperity ᛫ happiness ᛫ bliss ᛫	N	ēad{ME ednesse}	OE	kin: auður
eady		᛫ prosperous ᛫ fortunate ᛫	AJ	ēdī [ēadig]	ME	
eal		᛫ oil ᛫	N	ēle/eal/eale[ele]	ME‹OE‹I	
eal		᛫ to kindle ᛫ to burn ᛫	V	ǣlan	OE	
Ealand		᛫ Åland ᛫	N	ea+land	ME+NE	calque: Åland
ealberry		᛫ an olive ᛫	N	eleberge	OE	
ealtree		᛫ an olive tree ᛫	N	eletreow	OE	
eam		᛫ an uncle ᛫	N	eame/eme[ēam]	NE	
eamdaughter	eamdaugter	᛫ a paternal female cousin ᛫	N	eam+daughter	NE×2	built on analogy with "modry sune" ᛫ see: needmay
eamson	eamsun	᛫ a paternal male cousin ᛫	N	eam+son	NE×2	built on analogy with "modry sune" ᛫ see: needmay
ear		᛫ to plow ᛫	V	~[erian]	NE	
eard		᛫ one's character ᛫ a disposition ᛫ a personality [ᚹ] ᛫	N	ērd[eard]	ME	kin: aard (Dutch)
eardghost	eardgoast	᛫ an ethos ( a characteristic spirit of a group period movement etc ) ᛫	N	ērd+ghost	ME+NE	
earding		᛫ a dwelling ᛫ a tabernacle ᛫	N	eardung	OE	
earl		᛫ a count ᛫	N	~	NE	
earlap		᛫ an earlobe ᛫ an ear lobe ᛫ the outer ear ᛫	N	~	NE	
earldom		᛫ a county ( in the sense of " a count's domain " ) ᛫	N	~	NE	
earlen		᛫ a countess ᛫	N	earl+en	NE×2	
earmark		᛫ a distinguishing mark ᛫ a provision in Congressional legislation that allocates a specified amount of ᛫	N	~	NE	
earn		᛫ to gain through work ᛫ to deserve ᛫	V	earn&earnian	NE&OE	
earnest		᛫ seriousness ᛬ serious ᛫ urgent ᛫ intent ᛫ diligent ᛫ important ᛫	N᛬AJ	~	NE	
earp		᛫ brown ( especially dark brown ? ) ᛫	AJ	eorp	OE	kin: jarpr (Icelandic)
earsh	earsc	᛫ a vivarium ( an animal preserve ) ᛫	N	ersc	OE	
earshhen	earscen	᛫ a quail ᛫	N	erschenn	OE	
earshrift	earscrift	᛫ auricular confession ᛫	N	~	NE	
earstone		᛫ an otolith ᛫ an otolite ᛫ a statoconium ᛫ an otoconium ᛫ a statolith ᛫	N	ear stone	NE	[OED]
earthapple	earþappel	᛫ a potato ᛫	N	earthapple	NE	
earthberry	earþberry	᛫ a strawberry ᛫	N	eorþberige	OE	
earthbiving	earþbifing	᛫ earthquake ᛫	N	eorþbifung	OE	
earthcraft	earþcraft	᛫ geometry ᛫	N	eorþcræft	OE	
earthenware	earþenƿare	᛫ ceramic ware ᛫	N	~	NE	
earther	earþer	᛫ an inhabitant of Earth ᛫	N	eorþwaru	OE	
earthern	earþern	᛫ a tomb ᛫ a sepulcher ᛫	N	eorþærn	OE	
earthhog	earþhog	᛫ an aardvark ᛫	N	~	NE	[MW]
earthhouse	earþhuse	᛫ an underground chamber ᛫ a basement ᛫ a cellar ᛫ a souterrain ᛫	N	~	NE	
earthivy	earþify	᛫ Glechoma hederacea ( ground-ivy ) ᛫	N	eorþifig	OE	
earthling	earþling	᛫ a plowman ᛫ an inhabitant of Earth ᛫ a worldling ᛫	N	earthling&irþling	NE&OE	
earthlore	earþlore	᛫ geology ᛫	N	~	NE	
earthly	earþly	᛫ terrestrial ᛫ tellurian ᛫	AJ	~	NE	
earthman	earþman	᛫ a human resident or inhabitant of the planet Earth ᛫	N	~	NE	
earthnavel	earþnafel	᛫ asparagus ᛫	N	eorþnafela	OE	
earthtar	earþtar	᛫ asphalt ᛫	N	eorþtyrewa	OE	
earthtilth	earþtilþ	᛫ agriculture ᛫	N	earthtilth	NE	
earthweal	earþƿeal	᛫ earthly wealth ᛫	N	eorþwēla	OE	
earthwhate	earþhƿate	᛫ geomancy ᛫	N	earth+whāte	NE+ME	
earthwolf	earþƿolf	᛫ an aardwolf ᛫	N	~	NE	[MW]
earthy	earþy	᛫ natural ( the way of the world ) ᛫	AJ	~	NE	
earwax	earƿax	᛫ cerumen ᛫	N	~	NE	
earwig	earƿig	᛫ a prying informer ᛬ to gain the influence of someone through covert statements ᛫	N᛬V	~[earwicga]	NE	
easel		᛫ a donkey ᛫ an ass ᛫	N	esol	OE	
East Engle Rich	Engel Ric	᛫ the Kingdom of East Anglia ᛫	N(P)	ēast Engla Rīce	OE	or: East Engles
East Timor		᛫ East Timor ᛫ Timor-Leste ᛫	N(P)	~	NE‹(E+O)	
easten		᛫ from the east ᛫	AV	ēastan	OE	
Easterling		᛫ a native of the Hanseatic region of the Netherlands , Northern Germany , and the Baltic coast ᛫	N	ēsterling	ME	
Eastermonth	Eastermonþ	᛫ April ᛫	N(P)	Eastermonaþ	OE	
Eastern		᛫ Oriental ᛫	AJ	~	NE	
Easterner		᛫ an Oriental ᛫	N	~	NE	
eastle	eastel	᛫ a table for notes ᛫ a tablet ᛫	N	ǣstel	OE	
Eastrich	Eastric	᛫ Austria ᛫	N(P)	estrich	ME	
eath	eaþ	᛫ ease ᛬ to ease ᛬ easy ᛬ easily ᛫	N᛬V᛬AJ᛬AV	eathe[eaþe]; ēthen	ME	
eathfully	eaþfully	᛫ easily ᛫	AV	ethefulli	ME	
eathhield	eaþheeld	᛫ satisfied ᛫ contented ᛫	AJ	ēþhylde	OE	
eathly	eaþly	᛫ insignificant ᛫ trivial ᛫ of little worth or value ᛫	AJ	ēthelich	ME	
eathmood	eaþmood	᛫ humble ᛫ lowly ᛫ obedient ᛬ to be humble ᛫ to obey ᛫ to make humble ᛫ to humble ᛫	AJ	ēaþmōd&ēaþmōdgian	OE	
eathmoodly	eaþmoodly	᛫ humble ᛬ humbly ᛫	AJ᛬AV	ēaþmōdlic&ēaþmōdlice	OE	
eathmoodness	eaþmoodness	᛫ humility ᛫	N	ēaþmōdnis	OE	
eathness	eaþness	᛫ easiness ᛫ facility ᛫ favour ᛫	N	ēþnes	OE	
eathom	eaþom	᛫ breath ᛫ breathing ᛫	N	ēþem[ǣþm/ēþm]	ME	kin: Atem (HG)
eatinghouse	eatinghuse	᛫ restaurant ᛫	N	~	NE	
eatingroom		᛫ a dining room ᛫	N	~	NE	
eattle	eattel	᛫ gluttonous ᛫	AJ	etol	OE	
eattleman	eattelman	᛫ a glutton ᛫	N	ettulman	OE	
eattleness	eattelness	᛫ gluttony ᛫	N	etolness	OE	
eaver	eafer	᛫ a boar ᛫	N	eauer[eofor]	ME	
eaverthring	eaferþring	᛫ the constellation Orion ? ᛫	N(P)	eoforþring	OE	literally: boar crowd
eaves	eafs	᛫ the part of a roof that meets or overhangs the walls of a building ᛫	N	~[efes]	NE	
eavesdrop	eafsdrop	᛫ to secretly listen to a conversation ᛫	V	~	NE	
eavestrough	eafstroug	᛫ a rain gutter for a building ᛫	N	~	NE	rhyme: weaves scoff
ebb		᛫ receding tide ᛬ to recede ᛫ to decline ᛫	N᛬V	~	NE	
ebber		᛫ laid bare ᛫ revealed ᛫ manifest ᛫ obvious ᛫ unconcealed ᛫	AJ	ē̆bere[ǣbær]	ME	
Ebresh	Ebresc	᛫ Hebrew speech ᛬ Hebrew ᛫	N(P)᛬AJ(P)	ebrēisc/hebrēisc	OE	or: Hebresh
ed		᛫ re- ᛫	PREFIX	ed-	ME	
edder		᛫ a blood vessel ᛫	N	edre	ME	
edder		᛫ a hedge ᛫ a fence ᛫ an enclosure ᛫	N	eodor	OE	
edderbreach	edderbreac	᛫ trespassing by means of breaching a fence of hedge ᛫	N	eodorbrice	OE	
edfleshhame	edflescame	᛫ to reincarnate ᛫	V	ed+flǣschamian	ME+OE	
edhew	edheƿ	᛫ a reform ᛬ to reform ᛫	N᛬V	ed+hew	NE×2	PST: edhewn
edledge	edlecg	᛫ to repeat ᛫	V	edlǣcan	OE	
ednew	edneƿ	᛫ to renew ᛫ to renovate ᛫ to furbish ᛫	V	edniwe	OE	
edstaddle	edstaddel	᛫ to restore ᛫ to refound ᛫	V	edstaþelian	OE	
edwend	edƿend	᛫ to return ᛫ to turn back ᛫ to reverse ᛫	V	edwendan{edwenden}	OE	
edwent	edƿent	᛫ reverse ᛫	AJ	edwendan+ed	OE+NE	
edwharft	edhƿarft	᛫ a return ᛫	N	edhwyrft	OE	
edwist	edƿist	᛫ sustenance ᛫ being ᛫ existence ᛫	N	edwist	OE	
edwistly	edƿistly	᛫ existing ᛫ subsisting ᛫ substantial ᛫ substantive ᛫	AJ	edwistlīc	OE	
edwite	edƿite	᛫ to censure ᛫ reproach ᛫ reprove ᛫ to criticize ᛫	N᛬V	edwīten	ME	
edwiteful	edƿiteful	᛫ shameful ᛫ disgraceful ᛫ ignominious ᛫	AJ	edwītfull	OE	
edwitespeaker	edƿitespeaker	᛫ a caviller / caviler ᛫ a faultfinder ᛫	N	edwītspreca	OE	
edword	edƿord	᛫ to rephrase ᛫ to reword ᛫	V	ed+word	OE+NE	
eelpout	eelpute	᛫ a Zoarcidae fish ᛫	N	~	NE	
eerie		᛫ strange in a frightening or worrying way ᛫	AJ	~[earg?]	NE	
eest		᛫ grace ᛫	N	ēste&ēst	ME&OE	
eestful		᛫ pleasure-seeking ᛫ fastidious ᛫ palatable ᛫ delicious ᛫	AJ	ēstful	ME	
eesty		᛫ gracious ᛫	AJ	ēstig	OE	
eft		᛫ to repeat ᛫ to iterate ᛬ again ᛫ back ( back to where it was ) ᛫	V᛬AV	eft&eftgian	ME&OE	
eft		᛫ a newt ᛫	N	~	NE	[MW]
eft		᛫ re- ᛫	PREFIX	eft	OE	
eftbook		᛫ to reschedule ᛫	V	eft+book	ME+NE	or: edbook
eftboot		᛫ a restoration of health ᛫ restitution ᛫ reparation ᛫	N	eftbōt	OE	
eftcome	eftcum	᛫ to return ᛫	V	eftcuman	OE	
eftlean		᛫ recompense ᛫	N	eftlēan	OE	
eftleaner		᛫ a recompenser ᛫	N	eftlēaniend	OE	
eftleesing		᛫ redemption ᛫	N	eftlēsing	OE	
eftlooking		᛫ respect ᛫	N	eftlōcung	OE	
eftnewing	eftneƿing	᛫ renewal ᛫	N	eftnīwung	OE	
eftrun		᛫ a running back ᛫ a rerun ᛫	N	eftryne	OE	
eftselleness		᛫ retribution ᛫ recompense ᛫ requital ᛫	N	eftselness	OE	
eftsithe	eftsiþe	᛫ a journey back ᛫ a return journey ᛫	N	eftsīþ	OE	
eftsoons		᛫ once again ᛫ another time ᛫	AV	~	NE	
eftspelling		᛫ a recapitulation ᛫	N	eftspellung	OE	
eftwharve	efþƿarf	᛫ to turn back ᛫ to return ᛫	V	efthweorfan	OE	
eftyeave	eftyeaf	᛫ to give back ᛫ to return ᛫	V	eftagyfan	OE	or: eftgive
Egypt		᛫ Egypt ᛫	N(P)	egipte[egypt]	ME	G as in GOAT not as in GEORGE
